0.344652  -0.938731
-0.382076  0.924131
-0.608688  -0.79341
0.252467  0.967605
0.961033  0.276435
-0.495887  -0.868387
0.814174  0.580621
-0.363094  0.931752
-0.783839  0.620964
-0.484915  0.874561
-0.802354  -0.596848
-0.998231  0.0594587
-0.458125  0.888888
0.518187  -0.855267
0.281174  0.959657
0.0497381  0.998762
-0.047662  -0.998864
-0.539463  -0.84201
0.960976  0.276632
0.603864  0.797087
-0.247993  -0.968762
0.426769  0.904361
-0.996732  0.0807841
-0.981306  -0.192452
0.992763  -0.120086
0.851911  0.523687
-0.365573  -0.930783
-0.706648  0.707565
0.961717  -0.274045
-0.00559496  0.999984
0.998151  0.0607756
-0.176756  0.984255
-0.0517572  0.99866
-0.826782  -0.562522

