-0.0666376  -0.828903
-0.163681  -0.449563
-0.553618  -0.835394
-0.436635  -0.479118
-0.235788  -0.219475
0.523358  0.777142
0.548461  -0.025451
-0.00630238  -0.984169
-0.389803  0.517495
0.907494  -0.655318
-0.183752  0.894169
-0.116348  -0.522159
0.359016  0.744286
0.235633  -0.358376
-0.0585881  0.589476
-0.612524  -0.391426
-0.0987713  -0.093225
0.535831  -0.968441
0.64688  -0.199537
-0.318114  0.878599
0.999124  0.59046
-0.682724  -0.727046
-0.868979  -0.42306
-0.916842  0.421974
-0.228945  -0.942796
-0.368161  0.572067
-0.818016  -0.637729
0.705482  0.0560836
-0.84936  0.247055
0.106567  -0.496703
-0.178408  0.409384
0.769949  -0.838911
0.680179  -0.770455
0.556509  -0.96867

