0  0.130849  1.247  0.640763  0.891777
1  1.91556  0.394746  0.780914  1.04627
2  0.0500979  1.39318  1.27568  1.03634
3  0.167808  0.827822  0.998955  1.14387
4  1.48688  0.114209  1.06934  0.963475
5  0.612327  2.24882  1.30064  1.04657
6  0.378791  1.11033  1.51862  0.981531
7  0.400469  1.67592  1.40755  0.791286
8  0.446682  2.30605  0.999318  0.899475
9  0.295049  1.38361  0.827062  0.921184
10  1.171  1.24445  1.26512  0.930958
11  0.0666944  0.381859  1.21433  1.06106
12  2.79176  1.89017  0.96548  1.17714
13  0.50427  0.743831  0.74719  0.751642
14  1.6347  0.312189  1.31109  1.17863
15  2.60972  1.98159  1.31445  0.943135
16  1.56783  3.28002  0.868414  1.09517
17  1.36411  1.15626  1.01559  0.966046
18  1.83228  1.58796  1.03009  1.09341
19  0.575252  1.2965  0.989345  1.00035
20  0.984787  1.26013  0.717703  1.05063
21  0.100249  3.2119  0.801821  1.05484
22  0.458759  0.890303  0.91896  1.13763
23  1.18663  0.704668  1.23743  0.979139
24  0.153369  0.718698  1.03557  1.00654
25  0.713044  0.0639663  1.43924  0.853005
26  1.2886  1.77629  1.55959  0.960827
27  0.0184432  1.21152  1.38529  0.938148
28  0.749244  0.93895  0.563136  1.08592
29  4.74044  1.06331  0.876653  1.09521
30  0.975262  1.41519  1.1166  1.12668
31  0.076737  1.53196  0.815296  0.991301
32  0.175058  0.367401  0.819728  0.943224
33  0.0143206  1.24007  0.658774  1.09949
34  2.27168  1.51157  1.12047  0.958575
35  1.02768  1.00448  0.807914  0.982522
36  0.327234  1.77951  0.878831  1.07027
37  3.68186  1.3663  0.88977  1.18728
38  1.03007  1.34009  1.25922  1.16933
39  1.26303  1.39769  1.40284  0.972501
40  1.33133  0.136254  0.633769  1.10513
41  1.1998  1.00485  0.910303  0.994024
42  0.0109971  0.775993  1.09623  1.05666
43  1.83586  0.33005  1.316  1.08905
44  0.15101  0.403904  1.6088  0.973865
45  0.542115  2.76357  1.18065  1.05567
46  0.484597  0.184717  0.999716  0.89793
47  0.139652  1.60531  0.615523  0.887267
48  0.0196236  0.94779  0.996047  0.983658
49  1.57152  1.73408  1.06923  0.971657
50  2.0748  0.699313  0.874585  1.07689
51  0.220948  0.209481  1.00947  0.965499
52  0.586816  0.508587  1.95299  1.0025
53  1.29072  1.18874  0.883185  1.02937
54  1.15632  1.15104  1.15664  1.1029
55  0.971322  0.210709  1.76074  1.23217
56  0.656308  0.496299  1.19707  0.895517
57  0.0805811  0.882363  1.32564  0.900783
58  2.65893  0.948551  0.464808  1.11292
59  1.02295  0.321616  0.844218  1.09378
60  0.673532  2.05018  0.947278  0.971786
61  0.505949  1.40855  1.2723  1.03009
62  0.749872  1.56427  1.20112  0.886013
63  1.52775  0.731931  1.53768  0.976973
64  0.927734  1.02502  0.871145  1.01942
65  0.119724  0.510206  1.75655  0.913563
66  0.893358  0.10654  0.779115  1.00602
67  2.22693  1.49371  0.686757  1.04277
68  1.21678  0.902451  0.825136  0.960121
69  0.271572  0.872106  0.855041  0.886868
70  1.12418  0.527492  0.515254  0.987651
71  0.00707775  0.767594  1.14813  0.974426
72  0.00647583  1.75426  0.831822  1.1212
73  0.673241  2.06842  1.09959  1.06383
74  3.22181  0.739003  1.10361  1.08108
75  0.439017  1.28327  1.11392  1.04911
76  0.483973  1.76303  1.22434  1.08741
77  0.411489  2.1473  1.49389  1.07315
78  0.0906485  0.943983  1.25545  1.00674
79  1.41139  1.34744  0.669109  0.956527
80  0.183999  0.84641  0.805222  1.12401
81  0.249044  0.110817  1.28997  1.01488
82  0.473938  1.98362  0.780949  0.946028
83  0.888746  0.549905  0.812071  0.921042
84  0.178641  1.93066  0.714204  0.956911
85  4.79024  1.07379  1.10639  1.17237
86  0.790484  0.330787  0.837988  0.933432
87  0.637068  0.725017  0.535026  0.905117
88  1.10063  1.57565  0.866362  0.891414
89  0.364849  0.465669  1.84369  1.01271
90  3.09385  1.52415  1.02861  1.0023
91  0.600649  0.455914  0.746746  0.887128
92  0.558383  0.52292  1.21718  0.85689
93  0.969689  2.61387  1.14286  0.975799
94  1.88067  1.36543  0.950812  1.11769
95  0.0962748  0.583737  1.46457  0.944776
96  1.76521  0.303419  1.31015  0.844563
97  2.68425  1.95332  0.952214  0.827489
98  1.6477  2.49552  0.874718  1.17027
99  1.53966  0.797711  1.28914  1.00802
100  0.425537  0.409461  1.28277  0.928029
101  0.121902  0.904895  1.12064  1.12808
102  0.811379  0.942486  0.714791  1.05336
103  0.224138  0.249646  1.62137  1.07625
104  0.0396004  0.688208  0.990622  1.12823
105  0.829919  0.497675  1.07578  0.96491
106  0.034068  0.237905  1.03762  0.961558
107  0.310139  0.425535  2.259  1.07077
108  2.79889  0.150896  0.815331  0.911616
109  1.81124  0.677339  0.851095  0.926232
110  2.1508  3.30954  0.377693  0.968506
111  1.47347  1.70145  1.5558  1.19786
112  0.968587  0.244543  0.821445  1.04473
113  0.658895  0.509191  1.08521  1.06163
114  1.05409  0.850474  0.968298  1.12487
115  1.34674  0.691861  0.706679  1.06068
116  0.983292  1.83061  0.87934  1.09986
